GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
201706150003,2017-06-15,Cameroon,Am Chide,Unknown,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706140041,2017-06-14,Nigeria,Wagga,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
201706130049,2017-06-13,Nigeria,Okpanam,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201706110046,2017-06-11,Cameroon,Mora,Boko Haram,2,0,Military,Sub-Saharan Africa,Bombing/Explosion
201706110019,2017-06-11,Nigeria,Tunyan,Boko Haram,2,5,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
201706110018,2017-06-11,Nigeria,Komdi,Boko Haram,3,5,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201706100052,2017-06-10,Nigeria,Kuda Kaya,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201706100051,2017-06-10,Cameroon,Mora,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706100050,2017-06-10,Cameroon,Mayo-Sava district,Boko Haram,2,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706100044,2017-06-11,Nigeria,Yale,Boko Haram,2,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Armed Assault
201706100043,2017-06-10,Nigeria,Ndokwa West district,Fulani extremists,0,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201706090048,2017-06-09,Cameroon,Kolofata,Boko Haram,2,2,Military,Sub-Saharan Africa,Bombing/Explosion
201706090046,2017-06-09,Nigeria,Uluoke,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201706090045,2017-06-09,Nigeria,Uluoke,Fulani extremists,1,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201706090036,2017-06-09,Nigeria,Igabi district,Unknown,Unknown,Unknown,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201706090035,2017-06-09,Nigeria,Humbli,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201706090025,2017-06-09,Cameroon,Bouvare,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706080034,2017-06-08,Nigeria,Maiduguri,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706080030,2017-06-08,Nigeria,Fadaman Rake,Boko Haram,2,3,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706070038,2017-06-08,Nigeria,Hambagda,Boko Haram,4,0,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201706070031,2017-06-07,Cameroon,Mora,Boko Haram,2,2,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
201706070029,2017-06-07,Nigeria,Maiduguri,Boko Haram,2,3,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706070028,2017-06-07,Nigeria,Maiduguri,Boko Haram,3,3,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
201706070027,2017-06-07,Nigeria,Maiduguri,Boko Haram,7,18,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
201706070026,2017-06-07,Nigeria,Maiduguri,Boko Haram,4,1,Private Citizens & Property,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault,Facility/Infrastructure Attack"
201706050026,2017-06-05,Nigeria,Awada,Unknown,2,0,Police,Sub-Saharan Africa,Armed Assault
201706020010,2017-06-02,Cameroon,Kolofata,Boko Haram,11,30,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706010033,2017-06-01,Nigeria,Kakurna,Fulani extremists,1,Unknown,Government (General),Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201706010032,2017-06-01,Nigeria,Owerri,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201706010022,2017-06-01,Cameroon,Djakana,Boko Haram,2,2,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
201705310049,2017-05-31,Nigeria,Gumsuri,Boko Haram,14,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705310012,2017-05-31,Niger,Abala,Movement for Oneness and Jihad in West Africa (MUJAO),6,0,"Police,Military",Sub-Saharan Africa,Armed Assault
201705300051,2017-05-30,Nigeria,Southern Ijaw district,Niger Delta extremists (suspected),0,0,Utilities,Sub-Saharan Africa,Facility/Infrastructure Attack
201705300028,2017-05-30,Nigeria,Maiduguri,Boko Haram,1,0,Military,Sub-Saharan Africa,Bombing/Explosion
201705290045,2017-05-29,Nigeria,Nguru Nguro,Boko Haram (suspected),5,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201705280034,2017-05-28,Nigeria,Kaya,Boko Haram,7,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201705270053,2017-05-27,Nigeria,Tse Igbe,Unknown,4,Unknown,Terrorists/Non-state Militia,Sub-Saharan Africa,Facility/Infrastructure Attack
201705260034,2017-05-24,Nigeria,Ewu,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201705250028,2017-05-25,Nigeria,Igbonla,Niger Delta Forest Army (NDFA),0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201705240033,2017-05-24,Cameroon,Gakara,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201705240023,2017-05-24,Nigeria,Mammanti,Boko Haram,3,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201705240021,2017-05-27,Niger,Petelkoli,Unknown,3,0,"Police,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201705230029,2017-05-23,Cameroon,Doubel,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201705210045,2017-05-21,Nigeria,Umuahia,Unknown,0,1,Government (General),Sub-Saharan Africa,Assassination
201705210022,2017-05-21,Nigeria,Ebute Lekki,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201705200053,2017-05-20,Nigeria,Masinmari,Boko Haram,4,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
201705200047,2017-05-20,Nigeria,Mussa,Boko Haram,1,40,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
201705200046,2017-05-20,Nigeria,Warri,Niger Delta Avengers (NDA),0,0,Utilities,Sub-Saharan Africa,Bombing/Explosion
201705200040,2017-05-20,Nigeria,Dalori,Boko Haram,4,Unknown,Terrorists/Non-state Militia,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201705200035,2017-05-20,Nigeria,Maiduguri,Boko Haram,1,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
201705190013,2017-05-19,Cameroon,Mora,Unknown,3,2,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201705180048,2017-05-18,Nigeria,Afam Uku,Fulani extremists,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705180023,2017-05-18,Nigeria,Maiduguri,Boko Haram,3,3,"Educational Institution,Educational Institution",Sub-Saharan Africa,Bombing/Explosion
201705170053,2017-05-17,Nigeria,Ererekri,Unknown,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705170052,2017-05-17,Nigeria,Otobie,Unknown,2,0,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201705170026,2017-05-17,Nigeria,Mashimari,Boko Haram,3,0,Military,Sub-Saharan Africa,Bombing/Explosion
201705170023,2017-05-17,Nigeria,Yenegoa,Unknown,1,0,Violent Political Party,Sub-Saharan Africa,Assassination
201705160078,2017-05-16,Cameroon,Bonadikombo,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201705160020,2017-05-16,Nigeria,Warri North district,Ijaw extremists (suspected),Unknown,Unknown,"Business,Private Citizens & Property",Sub-Saharan Africa,Hijacking
201705150048,2017-05-15,Cameroon,Bamenda,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201705150036,2017-05-15,Nigeria,Ubuneke-Ivbiaro,Fulani extremists,0,2,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Barricade Incident),Unarmed Assault"
201705150021,2017-05-15,Nigeria,Shuwari Buri,Boko Haram,5,6,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201705150013,2017-05-15,Cameroon,Ldaoutchaf,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201705140041,2017-05-14,Nigeria,Kpenkpen,Fulani extremists,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705140040,2017-05-14,Nigeria,Utsua Daa,Fulani extremists,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705140039,2017-05-14,Nigeria,Tukun Ruwa,Fulani extremists,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705140038,2017-05-14,Nigeria,Kungana,Fulani extremists,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705140037,2017-05-14,Nigeria,Gazabu,Fulani extremists,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705140032,2017-05-14,Nigeria,Etogi,Fulani extremists,27,5,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201705130016,2017-05-13,Nigeria,Amrawa,Boko Haram,10,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201705120029,2017-05-12,Nigeria,Ossissa,Fulani extremists,5,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705100035,2017-05-10,Nigeria,Mbaya,Fulani extremists,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705090047,2017-05-09,Cameroon,Vouzi,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201705090036,2017-05-09,Nigeria,Tse-Igboughul,Fulani extremists,2,10,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201705090033,2017-05-09,Nigeria,Abraka,Fulani extremists,4,0,Police,Sub-Saharan Africa,Armed Assault
201705090015,2017-05-13,Nigeria,Maiduguri,Boko Haram,4,1,"Educational Institution,Educational Institution",Sub-Saharan Africa,Bombing/Explosion
201705070027,2017-05-07,Nigeria,Ughelli,Unknown,1,0,Police,Sub-Saharan Africa,Assassination
201705050014,2017-05-05,Chad,Kaiga,Boko Haram,49,Unknown,Military,Sub-Saharan Africa,Unknown
201705040025,2017-05-04,Nigeria,Iwopin,Unknown,1,2,Police,Sub-Saharan Africa,Armed Assault
201705040021,2017-05-04,Nigeria,Mandarari,Boko Haram,7,6,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201705030019,2017-05-03,Nigeria,Maiduguri,Boko Haram,3,1,Military,Sub-Saharan Africa,Bombing/Explosion
201704300030,2017-04-30,Nigeria,Ajakpa,Unknown,2,3,Military,Sub-Saharan Africa,Armed Assault
201704300019,2017-04-29,Nigeria,Oku Iboku,Unknown,8,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201704280003,2017-04-28,Cameroon,Tchakarmani,Boko Haram,1,1,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201704270003,2017-04-27,Nigeria,Unknown,Boko Haram,15,Unknown,Military,Sub-Saharan Africa,Armed Assault
201704270002,2017-04-27,Nigeria,Mangugum,Boko Haram,6,40,Military,Sub-Saharan Africa,Bombing/Explosion
201704260003,2017-04-26,Nigeria,Maiduguri,Boko Haram,2,1,"Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,Bombing/Explosion
201704260002,2017-04-26,Nigeria,Maiduguri,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201704260001,2017-04-26,Nigeria,Maiduguri,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201704240028,2017-04-24,Nigeria,Abraka,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201704240005,2017-04-24,Cameroon,Homeka,Boko Haram,3,5,Military,Sub-Saharan Africa,Bombing/Explosion
201704240002,2017-04-24,Nigeria,Mainari,Boko Haram,4,2,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201704240001,2017-04-24,Nigeria,Mammanti,Boko Haram,3,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201704220018,2017-04-22,Nigeria,Iwopin,Unknown,4,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
201704220012,2017-04-22,Nigeria,Okehi district,Unknown,0,0,Government (General),Sub-Saharan Africa,Assassination
201704210055,2017-04-21,Nigeria,Okehi district,Unknown,2,0,Government (General),Sub-Saharan Africa,Armed Assault
201704210054,2017-04-21,Nigeria,Pulka,Boko Haram,3,2,Military,Sub-Saharan Africa,Bombing/Explosion
201704190002,2017-04-19,Cameroon,Mbreche,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201704190001,2017-04-19,Cameroon,Kolofata,Boko Haram,4,4,"Police,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
201704180001,2017-04-18,Nigeria,Wulle,Boko Haram,1,7,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
201704170001,2017-04-17,Nigeria,Sabon Gari,Boko Haram,9,5,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201704160065,2017-04-16,Nigeria,Yenagoa,Unknown,1,0,Journalists & Media,Sub-Saharan Africa,Assassination
201704160019,2017-04-16,Nigeria,Awonguyo,Unknown,2,0,Government (General),Sub-Saharan Africa,Armed Assault
201704150001,2017-04-16,Nigeria,Aso,Fulani extremists,12,3,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201704130020,2017-04-13,Nigeria,Oko-Asagun,Unknown,5,4,"Business,Police,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201704120002,2017-04-13,Nigeria,Abaji,Unknown,1,3,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201704120001,2017-04-12,Nigeria,Dalori,Boko Haram,3,1,Military,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault,Facility/Infrastructure Attack"
201704110002,2017-04-12,Nigeria,Abaji,Unknown,0,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Facility/Infrastructure Attack
201704100001,2017-04-10,Nigeria,Maiduguri,Boko Haram (suspected),2,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
201704090027,2017-04-09,Niger,Gueskerou,Boko Haram,57,17,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201704090004,2017-04-09,Nigeria,Ikorodu,Unknown,6,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201704080007,2017-04-08,Nigeria,Kayamla,Boko Haram,8,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201704080006,2017-04-08,Cameroon,Kolofata,Boko Haram,5,23,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201704080005,2017-04-08,Nigeria,Maiduguri,Unknown,2,5,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
201704070039,2017-04-07,Nigeria,Mafa,Boko Haram,5,0,Military,Sub-Saharan Africa,Unknown
201704060002,2017-04-06,Nigeria,Gubdori,Boko Haram,4,5,Military,Sub-Saharan Africa,Armed Assault
201704060001,2017-04-06,Nigeria,Wajirko,Boko Haram,0,0,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201704050002,2017-04-05,Nigeria,Abbati,Boko Haram,7,0,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
201704030007,2017-04-03,Nigeria,Alaba,Fulani extremists,8,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201704030001,2017-04-03,Cameroon,Mora,Boko Haram,2,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
201704020015,2017-04-02,Nigeria,Ikyoawen,Fulani extremists,4,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201704020014,2017-04-02,Nigeria,Balbelu,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201704020013,2017-04-02,Nigeria,Dusuman,Boko Haram,1,1,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201704020012,2017-04-02,Nigeria,Maiduguri,Boko Haram,2,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201704010028,2017-03-31,Cameroon,Limbe,Separatists,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201703310035,2017-03-31,Nigeria,Unknown,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703310013,2017-03-31,Nigeria,Kaye,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
201703300037,2017-03-30,Cameroon,Limbe,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201703300026,2017-03-30,Nigeria,Kubuwa,Boko Haram,3,3,"Business,Terrorists/Non-state Militia",Sub-Saharan Africa,Unknown
201703300025,2017-03-30,Nigeria,Wumyeduga,Boko Haram,6,9,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201703300024,2017-03-30,Nigeria,Wumyeduga,Boko Haram,4,11,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201703300022,2017-03-30,Nigeria,Pulka,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703290042,2017-03-29,Nigeria,Kaduna,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703280039,2017-03-28,Nigeria,Obio Usiere,Fulani extremists,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201703280026,2017-03-28,Nigeria,Arribbari,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703280025,2017-03-28,Nigeria,Akalli,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703280024,2017-03-28,Nigeria,Mittiri,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703250039,2017-03-26,Nigeria,Emuhu,Fulani extremists,3,6,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201703240050,2017-03-24,Chad,Taisi,Unknown,0,0,Police,Sub-Saharan Africa,Facility/Infrastructure Attack
201703240020,2017-03-24,Nigeria,Kalari,Boko Haram,3,1,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703240019,2017-03-24,Nigeria,Sabon Garin Kimba,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201703230013,2017-03-23,Chad,Ndoroti,Sudanese Rebels,0,0,Business,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703220050,2017-03-22,Nigeria,Udu district,Ijaw extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201703220030,2017-03-22,Nigeria,Maiduguri,Unknown,1,6,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201703220029,2017-03-22,Nigeria,Maiduguri,Unknown,2,7,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201703220028,2017-03-22,Nigeria,Maiduguri,Unknown,5,7,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201703200021,2017-03-20,Nigeria,Zaki Biam,Fulani extremists (suspected),73,Unknown,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201703180037,2017-03-18,Nigeria,Nara,Fulani extremists,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703180020,2017-03-18,Nigeria,Ummarari,Boko Haram,7,8,"Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,Bombing/Explosion
201703160015,2017-03-16,Nigeria,Ayati,Unknown,5,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201703160014,2017-03-16,Nigeria,Ogbemudia,Fulani extremists,1,2,Government (General),Sub-Saharan Africa,Assassination
201703150058,2017-03-15,Nigeria,Lefu,Fulani extremists,7,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201703150044,2017-03-15,Nigeria,Tse Weryina,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201703150043,2017-03-15,Nigeria,Tse Gyudu,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201703150042,2017-03-15,Nigeria,Magu,Unknown,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
